店名,住所,台数
PLANT-5境港店,鳥取県境港市竹内団地２７６ ＰＬＡＮＴ－５境港,1台
モーリーファンタジー米子駅前店,鳥取県米子市末広町311 イオン米子駅前3階,2台
セガワールド鳥取,鳥取県鳥取市安長４１６ セガ鳥取,1台
アミパラ日吉津店,鳥取県西伯郡日吉津村日吉津１１６０－１ イオン日吉津２階,1台
