店名,住所,台数
モーリーファンタジーなかま店,福岡県中間市上蓮花寺1-1-1 ショッパーズモールなかま,1台
ＳＥＧＡＡＲＥＮＡ中間,福岡県中間市上蓮花寺３－１１－１ ショッパーズモールなかま,1台
ふぇすたらんど久留米店,福岡県久留米市野中町１４１１ サンリブ久留米２Ｆゲームコーナー,1台
プラボ久留米店,福岡県久留米市新合川１丁目２番１号 ゆめタウン久留米２階,2台
ゆめタウン八女店ゆめキッズ,福岡県八女市大字蒲原９８８－２８ ゆめタウン八女,1台
MrMax八幡東店,福岡県北九州市八幡区東田１－４－２２ ＭｒＭａｘ八幡東,1台
MrMax八幡西店,福岡県北九州市八幡西区真名子２－４－１ ＭｒＭａｘ八幡西ショッピングセンター,1台
MrMax本城店,福岡県北九州市八幡西区本城５－１－１ ＭｒＭａｘ本城ショッピングセンター,1台
ふぇすたらんど三ヶ森店,福岡県北九州市八幡西区三ケ森３－９－１ サンリブ三ヶ森１階,1台
アミューズメントMGM,福岡県北九州市八幡西区陣原1‐2-12,1台
イオン戸畑ショッピングセンター,福岡県北九州市戸畑区汐井町2番2号 イオン戸畑,1台
スマイルステーション戸畑店,福岡県北九州市戸畑区汐井町２－２ イオン戸畑３Ｆ,1台
タイトーサニーサイドモール小倉店,福岡県北九州市小倉南区下曽根新町10-1,1台
タイトーステーションリバーウォーク（プリスタ）,福岡県北九州市小倉北区室町１ー１－１ リバーウォーク北九州４Ｆ５４０９,1台
パスカランド黒崎店,福岡県北九州市八幡西区西曲里町3-1 イオンタウン黒崎,2台
モーリーファンタジー八幡東店,福岡県北九州市八幡東区東田３丁目２－１０２ イオン八幡東ショッピングセンター３階,3台
モーリーファンタジー若松店,福岡県北九州市若松区二島１－３－１ イオン若松２階,3台
小倉メトロポリス,福岡県北九州市小倉北区西港町２７－５ 小倉コロナワールド,1台
楽市楽座イオンモール八幡東店,福岡県北九州市八幡東区東田３－２－１０２ イオン八幡東ショッピングセンター３階,1台
楽市楽座サンリブシティ小倉店,福岡県北九州市小倉南区上葛原２－１４－１ サンリブシティ小倉,2台
楽市楽座砂津店,福岡県北九州市小倉北区砂津３丁目１－１ チャチャタウン小倉Ｂ棟３階,2台
遊遊パーク 若松店,福岡県北九州市若松区本町３－１１－１ サンリブ若松２Ｆ,1台
遊遊パーク朝日ヶ丘店,福岡県北九州市小倉北区朝日ケ丘３－１８ サンリブ朝日ケ丘２階,1台
ふぇすたらんど古賀店,福岡県古賀市天神２－５－１ サンリブ古賀２階,1台
パスカランド大川店,福岡県大川市大字上巻字野口４３０－１ ゆめタウン大川２Ｆ,1台
MrMax大牟田店,福岡県大牟田市馬渡町１－１ ＭｒＭａｘ大牟田ショッピングセンター,1台
パスカランド大牟田店,福岡県大牟田市旭町2丁目28-1,1台
モーリーファンタジー大牟田店,福岡県大牟田市岬町3-4 イオンモール大牟田2階,2台
楽市楽座イオンモール大牟田店,福岡県大牟田市岬町３－４ イオンモール大牟田２階,1台
ゲームらんど乙金店,福岡県大野城市 乙金3丁目23番1号イオン乙金SC内北街区B,1台
モーリーファンタジー下大利店,福岡県大野城市下大利1-21-1 ダイエー下大利2F,1台
モーリーファンタジー大野城店,福岡県大野城市錦町４－１－１ イオン大野城３階,2台
スペースタイム２５宗像店,福岡県宗像市くりえいと１丁目５番１号 サンリブ宗像２階,1台
スペースタイム２５春日店,福岡県春日市春日５－１７ 西友ザ・モール春日２階,1台
フタバ図書ギガ春日店,福岡県春日市昇町８丁目１－１ ＧＩＧＡ春日,1台
西友ザ・モール 春日店,福岡県春日市春日５－１７ 西友ザ・モール春日,2台
namcoゆめモール柳川店,福岡県柳川市三橋町蒲船津地内34街区29画地,1台
ふぇすたらんど田川店,福岡県田川市川宮１６９３－１ サンリブ田川２階,1台
モーリーファンタジー田川店,福岡県田川市大字伊田字火掛4616番 トライアル田川1F,1台
プラサカプコン直方店,福岡県直方市湯野原２－１－１ イオン直方２階,1台
モーリーファンタジー直方店,福岡県直方市湯野原２丁目１番１号 イオン直方２階,4台
MrMax土井店,福岡県福岡市東区青葉７－６１－１ ＭｒＭａｘ土井,1台
MrMax姪浜店,福岡県福岡市西区内浜１－７－１ ウエストコースト姪浜,1台
MrMax橋本店,福岡県福岡市西区橋本１－１０－２７ ＭｒＭａｘ橋本ショッピングセンター,1台
namcoゆめタウン博多,福岡県福岡市東区東浜１－１－１ ゆめタウン博多,1台
namco博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１ 博多バスターミナル７階,2台
アイカツ!オフィシャルショップ 天神ビブレ店,福岡県福岡市中央区天神1-11-1 天神ビブレ 5F,1台
ジーカム和白店,福岡県福岡市東区和白３－２７－６９ ジーカム和白,1台
ジーパラ博多,福岡県福岡市博多区東光寺町2丁目6-40,1台
タイトースFテーションヨドバシ博多店,福岡県福岡市博多区博多駅中央街６ー１２ ヨドバシカメラマルチメディア博多４Ｆ,1台
