店名,住所,台数
エースレーン近江八幡,滋賀県近江八幡市出町７３６,3台
タイトーアクア近江八幡店,滋賀県近江八幡市鷹飼町１７９番地　アクア２１内１Ｆ,3台
アミパラ草津店,滋賀県草津市木川町３１１−１　ＪＪタウン木川　２Ｆ,3台
アクション長浜,滋賀県長浜市川崎町字八王子町３７５,3台
