店名,住所,台数
サードプラネットピボット福島店,福島県福島市栄町１−１　パワーシティピボット内,3台
スーパーノバ福島店,福島県福島市黒岩字中島７−２,3台
ソユーＥスタジオ須賀川店,福島県須賀川市古河１０５番地　イオンタウン須賀川Ｂ棟内,3台
ＴＦＳ郡山オリエントパーク店,福島県郡山市安積町荒井字大久保３５−１,2台
ＴＡＣ郡山,福島県郡山市南２−３８　フレスポ郡山内,6台
ラウンドワン郡山店,福島県郡山市向河原町４−５５,3台
ｎａｍｃｏイオンタウン郡山店,福島県郡山市松木町２−２８　イオンタウン郡山内,3台
スーパーノバ会津インター店,福島県会津若松市町北町上荒久田字宮下１４２,3台
ソユーゲームフィールド小名浜店,福島県いわき市いわき都市計画小名浜港背後地震災復興土地区画整理事業地内　イオンモールいわき小名浜　３階（区画ＮＯ．３００２−１）,3台
