店名,住所,台数
ＡＭパークＭＧ徳島店,徳島県徳島市西新浜町１−４５　マルナカ徳島店　２Ｆ,1台
タイトーフジグラン北島店,徳島県板野郡北島町鯛浜字西ノ須１７４,3台
