店名,住所,台数
Ｇ−ｓｔａｇｅ浜町,長崎県長崎市浜町２番地２６,6台
楽市楽座　諫早店,長崎県諫早市長野町１０８６番地１７,3台
アミパラ佐世保店,長崎県佐世保市大塔町１８番地１５号,3台
