店名,住所,台数
ＡＭパークＭＧ　大街道店,愛媛県松山市大街道１−４−１７,3台
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井８５０番地　エミフルＭＡＳＡＫＩ　ＡＭ棟１階,3台
タイトーステーション衣山店,愛媛県松山市衣山１−１８８,3台
プラサカプコン新居浜店,愛媛県新居浜市前田町８−８　イオンモール新居浜２Ｆ,3台
