店名,住所,台数
金沢メトロポリス,石川県金沢市無量寺４−１２１−１,1台
レジャーランド藤江新館,石川県金沢市藤江南２−１０５,3台
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ１ー１,3台
バイパスレジャーランド宇ノ気店,石川県かほく市森子８５,3台
