店名,住所,台数
ゲームセンタースターフィールド,新潟県長岡市新組町２００３番地,3台
アピナ長岡店,新潟県長岡市堺東町２２番地,3台
上越レジャーランボウル,新潟県上越市下門前薬島８２７−２,3台
タイトーＦステーション上越店,新潟県上越市富岡３５２４　Ｊ−ＭＡＸシアター内,3台
ＡＭパーク宝島十日町店,新潟県十日町市丑７３５−１　妻有ショッピングセンター内,3台
カプコサーカス新潟東店,新潟県新潟市東区大形本町３−１−２　ジャスコシティ新潟東内ゲームコーナー,3台
ｎａｍｃｏ新潟店,新潟県新潟市中央区南笹口１−１−１　ひもろぎビル２階,3台
ラウンドワン新潟店,新潟県新潟市中央区美咲町２丁目１番３８号,3台
ソユーゲームフィールド新発田店,新潟県新発田市住吉町五丁目１１番５号　イオンモール新発田　２Ｆ,3台
