店名,住所,台数
タイトー仙台クリスロード店,宮城県仙台市青葉区中央２−３−２５,6台
スーパーノバ　イオン仙台中山,宮城県仙台市泉区南中山１丁目３５−５７　イオン仙台中山店　別館３階,3台
ラウンドワン仙台苦竹店,宮城県仙台市宮城野区苦竹１丁目７番１０号,3台
