店名,住所,台数
ソユーゲームフィールド高松店,香川県高松市香西本町１番地１　イオンモール高松　２Ｆ,3台
アミパラ丸亀店,香川県丸亀市飯野町西分字川縁甲５８４−１　ハローズ丸亀モール内,3台
ＡＭパークＭＧ志度店,香川県さぬき市志度２４３１番地１　フジ志度店　別棟,3台
