店名,住所,台数
ドナリアコットミレニアシティ岩出,和歌山県岩出市中迫字塚本１４７　ミレニアシティ,0台
にこぱガーデンパーク和歌山,和歌山県松江字向鵜の島１４６９−１ガーデンパーク和歌山,0台
ＰＡＬＯ橋本彩の台,和歌山県橋本市あやの台１丁目５０番地２彩の台ショッピングセンター,0台
ペリカン和歌山,和歌山県和歌山市新生町７−２０イズミヤ内２Ｆ　玩具売場,0台
モーリーファンタジー新宮,和歌山県新宮市橋本２丁目１４番２３号　イオン２Ｆ,0台
モーリーファンタジー和歌山,和歌山県和歌山市中字楠谷５７３番地　イオン３Ｆ,0台
ユーズランド和歌山,和歌山県和歌山市中字楠谷５７３番地　イオンモール和歌山２Ｆ　区画番号２０５９,0台
ＰＡＬＯ田辺,和歌山県田辺市宝来町２４番２６号グルメシティ田辺店３Ｆ,0台
仔熊近鉄和歌山,和歌山県和歌山市友田町５−１８近鉄百貨店　和歌山店　４Ｆ　トイランド,0台
イオン新宮,和歌山県新宮市橋本２丁目１４番２３号　イオン２Ｆ玩具売場,0台
スーパーセンター紀伊川辺,和歌山県和歌山市川辺２２０番　玩具売場,0台
