店名,住所,台数
モーリーファンタジー新名取,宮城県名取市杜せきのした　５丁目３番地の１イオン３Ｆ,0台
イトーヨーカドー石巻あけぼの,宮城県石巻市あけぼの１−１−２玩具売場,0台
プラサカプコン石巻,宮城県石巻市茜平４丁目１０４番地　イオン石巻ＳＣ２Ｆ,0台
ヨークベニマル中浦,宮城県石巻市中浦１丁目１−２５　玩具売場,0台
ヨークベニマル南吉成,宮城県仙台市青葉区南吉成３−１−２０　玩具売場,0台
ビーカム松森,宮城県仙台市泉区松森字斉兵衛５８−１,0台
ヨークベニマル泉将監,宮城県仙台市泉区将監殿２−２−５　玩具売場,0台
こころっこ名取,宮城県名取市愛島塩手字前野田４８−１０　ホームセンタームサシ名取店内２階　プレビプレイランドコーナー　ここ,0台
イオンスーパーセンター佐沼,宮城県登米市南方町新島前４６−１　玩具売場,0台
モーリーファンタジー多賀城,宮城県多賀城市町前４−１−１イオン３Ｆ,0台
モーリーファンタジー石巻,宮城県石巻市茜平４−１０４番地イオン２Ｆ,0台
モーリーファンタジー古川,宮城県大崎市古川旭２丁目２−１イオン２Ｆ,0台
モーリーファンタジー富谷,宮城県黒川郡富谷町大清水１ー３３−１イオン１Ｆ,0台
モーリーファンタジー利府,宮城県宮城郡利府町字新屋田前２２　イオン２Ｆ,0台
モーリーファンタジー塩釜,宮城県塩釜市海岸通１５番１００号マックスバリュ２Ｆ,0台
イオン古川,宮城県大崎市古川旭２−２−１玩具売場,0台
イオン新名取,宮城県名取市杜せきのした　５丁目３番地の１　イオン３Ｆ玩具売場,0台
モーリーファンタジー仙台,宮城県仙台市青葉区中央２−３−６,0台
イオン仙台中山,宮城県仙台市泉区南中山１−３５−４０玩具売場,0台
イオン利府,宮城県宮城郡利府町字新屋田前２２玩具売場,0台
モーリーファンタジー仙台中山,宮城県仙台市泉区南中山１−３５−４０イオン３Ｆ,0台
モーリーファンタジー気仙沼,宮城県気仙沼市字赤岩舘下６−１外　イオン２Ｆ,0台
イオン気仙沼,宮城県気仙沼市赤岩舘下６−１外ホビー売り場,0台
ヨークベニマル新荒巻,宮城県仙台市青葉区荒巻本沢２−１２−１,0台
ヨークベニマル太子堂,宮城県仙台市太白区あすと長町３−１２−３０,0台
タイトーステーション仙台クリスロード,宮城県仙台市青葉区中央２−３−２５,0台
プリズムストーン　プリパラショップ　仙台店,宮城県仙台市青葉区中央１−１０−１０　仙台ロフト店７Ｆ　アニメガ仙台ロフト店内,0台
ビーカム愛子,宮城県仙台市青葉区栗生７−１−１,0台
サニーランドフォルテ,宮城県柴田郡大河原町字小島２−１玩具売り場,0台
ヨークベニマル岩沼,宮城県岩沼市藤浪２丁目４−１０　玩具売場,0台
トイザらス名取りんくうタウン,宮城県名取市杜せきのした５−５−１３　アクロスプラザ杜せきのした,0台
ヨークベニマル名取西,宮城県名取市田高字原３８９　玩具売場,0台
トイザらス石巻矢本,宮城県東松島市小松字上浮足４３,0台
ヤマダ電機ＬＡＢＩ仙台,宮城県仙台市青葉区中央３丁目６−１　玩具売場,0台
ヨークベニマル新田東,宮城県仙台市宮城野区新田東３−１−５　玩具売場,0台
ヨークベニマル亘理,宮城県亘理郡亘理町亘理町字旧舘８　玩具売場,0台
ヨークベニマル角田,宮城県角田市角田字町尻４２８　玩具売場,0台
あそびの広場船岡,宮城県柴田郡柴田町西船迫２−１−１５イオン２階,0台
イトーヨーカドーアリオ仙台泉,宮城県仙台市泉区泉中央１−５−１玩具売場,0台
ヨドバシカメラ仙台,宮城県仙台市宮城野区榴岡１−３−１２Ｆ　玩具売場,0台
ゲームランド佐沼,宮城県登米市南方町新島前　４６−１　イオンタウン佐沼　１Ｆ,0台
セガ名取セッツウイングス,宮城県名取市飯野坂字土城堀５７−１,0台
ＰＡＬＯ古川,宮城県大崎市古川沢田筒場桶１５　イオンタウン１Ｆ,0台
モーリーファンタジー涌谷,宮城県遠田郡涌谷町字洞ヶ崎５番地ＳｕＣ１Ｆ,0台
セガ仙台コロナワールド,宮城県仙台市宮城野区福室字田中前一番　５３−１,0台
モーリーファンタジー栗原志波姫,宮城県栗原市志波姫新熊谷１１番ＳｕＣ１Ｆ,0台
イオン石巻,宮城県石巻市蛇田字新金沼１７０玩具売場,0台
イオン仙台幸町,宮城県仙台市宮城野区幸町５−１０−１玩具売場,0台
イオン多賀城,宮城県多賀城市町前４−１−１玩具売場,0台
イオン富谷,宮城県黒川郡富谷町大清水１丁目３３ー１ホビー売り場,0台
仙台レジャーランド一番町,宮城県仙台市青葉区一番町４−３−２７ガレリア一番町ビル１階〜３階,0台
仙台ベガロポリス,宮城県仙台市太白区西多賀５丁目２４−１,0台
イオンスーパーセンター鈎取,宮城県仙台市太白区鈎取本町１丁目２１番１号　玩具売場,0台
イオンスーパーセンター加美,宮城県加美郡加美町字赤塚１７８玩具売場,0台
イオンスーパーセンター石巻東,宮城県石巻市流留字七勺１番１　玩具売場,0台
イオンスーパーセンター涌谷,宮城県遠田郡涌谷町涌谷字洞ヶ崎５番地　玩具売場,0台
モーリーファンタジー石巻東,宮城県石巻市流留字七勺１番１ＳｕＣ１Ｆ,0台
ヤマダ電機テックランド仙台南,宮城県仙台市太白区中田町字後河原４８−１,0台
スイーツハート仙台泉大沢,宮城県仙台市泉区大沢１−５−１イオン泉大沢店２階,0台
ＭＥＧＡドン・キホーテ仙台台原,宮城県仙台市青葉区台原１−７−４０,0台
