店名,住所,台数
タイトーＦステーション野市,高知県香南市野市町西野２００７－１フジグラン野市店内,0台
フジグラン野市,高知県香南市野市町西野２００７－１玩具売場,0台
ポップンパーク佐川,高知県高岡郡高岡郡０８８９－２０－０２７０,0台
プラサカプコン高知,高知県高知市秦南町１－４－８イオンモール高知２Ｆ,0台
イオン高知,高知県高知市秦南町１－４－８玩具売場,0台
セガワールドフジグラン,高知県高知市朝倉東町５２－１５,0台
フジグラン葛島,高知県高知市小倉町３番３０号玩具売場,0台
フジグラン高知,高知県高知市朝倉東町５２－１５玩具売場,0台
モーリーファンタジー高知,高知県高知市秦南町１丁目４－８イオン２Ｆ,0台
フジグラン四万十,高知県四万十市具同２２２２,0台
フジ須崎,高知県須崎市西町２－７－１５玩具売場,0台
